Client ID,Ciudad,Categoría de dispositivo,Marca del dispositivo móvil,Navegador,producto,Dominio del emplazamiento,Sistema operativo,Número de páginas vistas únicas,Sesiones,leadDrakkar (Goal 19 Completions),Transacciones,First billed
976289661.1554566031,Valencia,mobile,Samsung,Samsung Internet,clicnscores,mobileapp::2-com.radio.fmradio,Android,16,2,2,1,1
914048967.1556131060,Zaragoza,mobile,Samsung,Samsung Internet,playup,youtube.com,Android,16,2,2,1,1
632945748.1555342509,Seville,mobile,Xiaomi,Chrome,trendly,mobileapp::2-com.camera.beautycam,Android,16,4,4,1,1
454750522.1531397435,Valencia,mobile,Xiaomi,Chrome,trendly,youtube.com,Android,16,3,3,1,1
148862891.1559801171,Madrid,mobile,Sony,Chrome,playup,youtube.com,Android,16,3,3,1,1
599815297.1552165586,Seville,mobile,Alcatel,Chrome,playweez,friendshipbond.com,Android,16,3,3,1,0
514941977.1564173519,Madrid,mobile,Samsung,Chrome,clicnscores,youtube.com,Android,16,3,3,1,0
514924994.1554041002,Madrid,mobile,Xiaomi,Chrome,unlimitedvideos,mobileapp::2-com.mastervoy.bajarnusicaamicelualar,Android,16,2,1,1,1
903560495.1549904412,Seville,mobile,Apple,Safari,playweez,youtube.com,iOS,16,3,3,1,1
780616600.1566054098,Barcelona,mobile,Samsung,Chrome,clicnscores,mobileapp::2-com.resultadosfutbol.mobile,Android,16,4,4,1,0
363360100.1548434893,Barcelona,mobile,Wiko,Chrome,musiqradio,anonymous.google,Android,16,2,2,1,1
336259248.1564683810,Madrid,mobile,Samsung,Samsung Internet,playup,youtube.com,Android,16,3,3,1,1
258235422.1567644030,Barcelona,mobile,BQ,Android Webview,playweez,querisatv.com,Android,16,2,2,1,0
811543506.1565384177,Seville,mobile,Xiaomi,Chrome,unlimitedvideos,mobileapp::2-com.toh.callrecord,Android,16,2,2,1,0
144012119.1548608201,Valladolid,mobile,Huawei,Chrome,playweez,mundoprimaria.com,Android,16,2,1,1,0
184628362.1556391090,Valladolid,mobile,Huawei,Chrome,clicnscores,mobileapp::2-com.resultadosfutbol.mobile,Android,16,3,3,1,1
435199882.1550679323,Madrid,mobile,Huawei,Android Webview,trendly,motorizedlife.net,Android,16,2,2,1,1
939668285.1561670365,Seville,mobile,(not set),Chrome,unlimitedvideos,mobileapp::2-net.zedge.android,Android,16,2,2,1,1
527669060.1561405667,Alcala de Henares,mobile,LG,Chrome,trendly,mobileapp::2-donnaipe.tutegratis,Android,16,4,4,1,1
1492513185696.16074302503872717,Seville,mobile,Huawei,Chrome,unlimitedvideos,lanuevacronica.com,Android,16,3,2,1,1
215821344.1569837132,Alcala de Henares,mobile,Xiaomi,Chrome,playweez,dnull.xyz,Android,16,4,3,1,1
877362038.1565766052,Seville,mobile,LG,Chrome,playup,youtube.com,Android,16,3,3,1,1
555236485.1565215241,Madrid,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-flipboard.app,Android,16,3,3,1,1
420365061.1562404539,Seville,mobile,Samsung,Android Webview,cocinatop,upday.com,Android,16,3,3,1,1
235349826.1567176111,Madrid,mobile,Samsung,Chrome,playup,youtube.com,Android,16,3,3,1,1
344965590.1557602234,Seville,mobile,Samsung,Chrome,playweez,mobileapp::2-com.sweetfuirt.candy,Android,16,3,3,1,1
737137487.1564931455,Barcelona,mobile,Huawei,Chrome,playup,mobileapp::2-com.ivoox.app,Android,16,4,4,1,1
504648836.1560877248,Madrid,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-loseweight.weightloss.workout.fitness,Android,16,3,2,1,1
384945286.1545825888,Valencia,mobile,Huawei,Chrome,unlimitedvideos,santeplusmag.com,Android,16,4,3,1,1
646899155.1554234753,Valladolid,mobile,Samsung,Android Webview,clicnscores,cdn.com.do,Android,16,3,1,1,1
401098073.1565072609,Valladolid,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-de.axelspringer.yana.zeropage,Android,16,3,3,1,1
521620322.1564587103,Valladolid,mobile,Xiaomi,Chrome,playup,mobileapp::2-com.onecwearable.keyboard,Android,16,2,2,1,1
475737627.1567448888,Valladolid,mobile,Samsung,Samsung Internet,playweez,grandedesafio.com,Android,16,2,2,1,1
533236181.1546895960,Seville,mobile,Huawei,Chrome,canaltv,filmaffinity.com,Android,16,4,4,1,1
335302652.1553872716,Barcelona,mobile,Huawei,Chrome,playweez,mobileapp::2-com.pacybits.fut19draft,Android,16,3,3,1,0
866549483.1560449779,Barcelona,mobile,Samsung,Chrome,playup,mobileapp::2-com.vialsoft.radarbot_free,Android,16,2,2,1,0
862890033.1562389412,Valencia,mobile,Apple,Safari,trendly,youtube.com,iOS,16,3,3,1,1
301734629.1542915654,Seville,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-com.firsttouchgames.dls3,Android,16,2,2,1,1
204552157.1553908589,Seville,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-com.electricfoal.buildingsformcpe,Android,16,2,2,1,1
908023068.1560265713,Seville,mobile,Huawei,Chrome,playweez,mobileapp::2-com.emotes.dance.challenge.bailes,Android,16,4,1,1,1
209113090.1567666593,Malaga,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.mobiscreenlove,Android,16,4,4,1,0
233323892.1550008723,Valladolid,mobile,Alcatel,Samsung Internet,unlimitedvideos,mobileapp::2-com.analyzer7.wifimanager7,Android,16,2,2,1,0
715222474.1567081428,Madrid,mobile,Xiaomi,Chrome,unlimitedvideos,mobileapp::2-com.atpc,Android,16,2,2,1,1
840367415.1554018944,Zaragoza,mobile,Huawei,Chrome,playweez,friendshipbond.com,Android,16,3,3,1,0
484719324.1565115376,Seville,mobile,Apple,Safari,trendly,mobileapp::1-599661193,iOS,16,3,3,1,1
363937152.1514209543,Valencia,mobile,Samsung,Chrome,unlimitedvideos,youtube.com,Android,16,1,1,1,1
101203660.1539890840,Seville,mobile,Samsung,Chrome,playup,mobileapp::2-com.home.sms.messages.emoji,Android,16,3,3,1,1
638801496.1564574534,Valencia,mobile,Samsung,Samsung Internet,trendly,youtube.com,Android,16,4,4,1,1
142490837.1531845135,Barcelona,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-de.axelspringer.yana.zeropage,Android,16,4,4,1,1
723525223.1572006004,Valencia,mobile,Samsung,Samsung Internet,playup,mobileapp::2-aplicacion.tiempo,Android,16,2,2,1,1
947728967.1554021803,Madrid,mobile,Apple,Safari,playweez,youtube.com,iOS,16,2,2,1,0
627490398.1557679940,Valencia,mobile,Huawei,Android Webview,trendly,lacoctelera.top,Android,16,3,3,1,1
592762813.1548279363,Barcelona,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,16,3,3,1,0
415097609.1548440101,Madrid,mobile,Huawei,Chrome,playweez,mobileapp::2-air.com.hypah.io.slither,Android,16,4,4,1,1
884208431.1564649709,Madrid,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-de.axelspringer.yana.zeropage,Android,16,3,3,1,1
121528774.1555878262,Zaragoza,mobile,Xiaomi,Chrome,playweez,mobileapp::2-com.reticode.dibujosparacolorear,Android,16,2,2,1,1
673379342.1554908553,Madrid,mobile,(not set),Android Webview,unlimitedvideos,elespanol.com,Android,16,2,2,1,1
805603439.1553374105,Zaragoza,mobile,Sony,Chrome,clicnscores,mobileapp::2-com.resultadosfutbol.mobile,Android,16,3,3,1,0
856498737.1547998281,Alcala de Henares,mobile,Huawei,Android Webview,trendly,lacoctelera.top,Android,16,3,3,1,1
831387276.1547404922,Barcelona,mobile,Apple,Safari,playweez,gimmemore.com,iOS,16,2,1,1,1
868308885.1553957958,Barcelona,mobile,Huawei,Chrome,clicnscores,mobileapp::2-com.lucyselezneva.rojadirectafutbol,Android,16,2,2,1,1
520279044.1555412223,Madrid,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.fastemail.securegomail,Android,16,3,3,1,1
158443702.1565557125,Valencia,mobile,(not set),Chrome,playup,youtube.com,Android,16,2,2,1,0
778591989.1567454259,Barcelona,mobile,Apple,Safari,playweez,buddymojo.com,iOS,16,2,2,1,1
743541008.1555095401,Zaragoza,mobile,Huawei,Chrome,playweez,lwarb.com,Android,16,3,3,1,1
137021411.1568496442,Malaga,mobile,LG,Chrome,playweez,dnull.xyz,Android,16,3,1,1,1
626660826.1551117291,Seville,mobile,Samsung,Samsung Internet,cocinatop,accuweather.com,Android,16,3,3,1,1
632551702.1561211699,Barcelona,mobile,Apple,Safari,unlimitedvideos,radio.net,iOS,16,1,1,1,1
876879061.1530789432,Madrid,mobile,Wiko,Chrome,unlimitedvideos,fanatik.ro,Android,16,3,2,1,1
817779352.1559719559,Seville,mobile,LG,Chrome,unlimitedvideos,mobileapp::2-com.appmind.radios.pe,Android,16,2,1,1,1
856709326.1564861563,Barcelona,mobile,Samsung,Samsung Internet,clicnscores,mobileapp::2-com.scores365,Android,16,4,4,1,1
646987770.1560672046,Seville,mobile,Samsung,Samsung Internet,clicnscores,mobileapp::2-flipboard.boxer.app,Android,16,3,3,1,1
606436994.1549896976,Valencia,mobile,Apple,Safari,musiqradio,look-this.site,iOS,16,3,3,1,1
427347909.1559032485,Seville,mobile,Motorola,Chrome,trendly,marca.com,Android,16,3,3,1,1
810485220.1553950517,Seville,mobile,(not set),Chrome,unlimitedvideos,mobileapp::2-com.themausoft.wpsapp,Android,16,2,2,1,0
196398864.1564986888,Valladolid,mobile,Xiaomi,Chrome,playup,youtube.com,Android,16,2,2,1,1
694171645.1568537909,Seville,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-com.resultadosfutbol.mobile,Android,16,3,3,1,1
682723666.1560165954,Seville,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-messenger.social.chat.apps,Android,16,3,3,1,1
863789739.1533569452,Zaragoza,mobile,LG,Chrome,playup,youtube.com,Android,16,2,2,1,0
574550505.1565548141,Seville,mobile,ZTE,Chrome,trendly,youtube.com,Android,16,4,4,1,1
376619618.1555604225,Madrid,mobile,Wiko,Android Webview,playweez,mobileapp::2-donnaipe.mus,Android,16,3,1,1,1
418494125.1549199032,Seville,mobile,Samsung,Chrome,playweez,youtube.com,Android,16,3,3,1,1
222234262.1537621922,Valladolid,mobile,Alcatel,Chrome,playweez,mobileapp::2-jpark.AOS5,Android,16,3,3,1,1
702726966.1558008363,Barcelona,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.podcast.podcasts,Android,16,1,1,1,0
996594269.1553785932,Seville,mobile,Huawei,Android Webview,playweez,charat.me,Android,16,2,2,1,1
467198889.1554068011,Valladolid,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-net.audiko2.pro,Android,16,3,3,1,1
936250928.1572044529,Valladolid,mobile,Xiaomi,Chrome,playup,youtube.com,Android,16,3,3,1,1
669483510.1563176282,Valencia,mobile,Orange,Chrome,clicnscores,youtube.com,Android,16,4,4,1,1
983651971.1570047542,Valladolid,mobile,LG,Chrome,playup,youtube.com,Android,16,3,3,1,1
683392053.1555263460,Barcelona,mobile,BQ,Chrome,playup,mobileapp::2-com.vialsoft.radarbot_free,Android,16,3,3,1,1
734470860.1560633586,Seville,mobile,Samsung,Samsung Internet,playweez,youtube.com,Android,16,3,3,1,1
298236483.1559394253,Barcelona,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-com.jdpapps.wordsearch,Android,16,3,2,1,1
274492734.1551209436,Madrid,mobile,(not set),Samsung Internet,playweez,apkamazing.com,Android,16,2,2,1,1
365684807.1559222243,Seville,mobile,(not set),Chrome,unlimitedvideos,diariocritico.com,Android,16,2,1,1,1
494940738.1572533282,Alcala de Henares,mobile,Huawei,Android Webview,cocinatop,querecetas.com,Android,16,2,1,1,1
906953353.1567865189,Barcelona,mobile,(not set),Chrome,playup,youtube.com,Android,16,2,2,1,1
531377583.1553626061,Alcala de Henares,mobile,Cubot,Chrome,playweez,strawgame.com,Android,16,2,1,1,1
152527553.1565388324,Zaragoza,mobile,(not set),Samsung Internet,unlimitedvideos,mobileapp::2-aup.baixar.musicas.gratis,Android,16,2,1,1,1
374758102.1533836872,Valencia,mobile,Huawei,Chrome,taromancia,mobileapp::2-cal.photo.math.calculator.plus.calculate.scan,Android,15,3,3,1,1
374628809.1547306798,Valencia,mobile,LG,Chrome,musiqradio,youtube.com,Android,15,1,1,1,1
104329564.1565722304,Valencia,mobile,Samsung,Chrome,playweez,mobileapp::2-com.frozenlogicstudios.soccerpenaltykicks,Android,15,3,2,1,1
820762649.1554878298,Barcelona,mobile,(not set),Chrome,unlimitedvideos,mobileapp::2-com.atpc,Android,15,3,3,1,1
612953163.1565985241,Valladolid,mobile,Nokia,Safari,cocinatop,minube.com,Windows Phone,15,4,4,1,1
413255620.1540843257,Madrid,mobile,Samsung,Android Webview,taromancia,horoscopomagico.com,Android,15,3,3,1,0
828298635.1547273308,Barcelona,mobile,Samsung,Chrome,musiqradio,youtube.com,Android,15,2,2,1,1
381818056.1551642390,Seville,mobile,Huawei,Chrome,cocinatop,ludigames.com,Android,15,1,1,1,1
835069820.1562921716,Madrid,mobile,Xiaomi,Chrome,playweez,disfi.es,Android,15,2,2,1,1
824842945.1555188575,Madrid,mobile,Samsung,Samsung Internet,playweez,popsilla.com,Android,15,2,1,1,0
508993084.1553602779,Zaragoza,mobile,Alcatel,Chrome,playweez,mobileapp::2-com.bruyere.android.wordsearch,Android,15,3,3,1,1
185148955.1548954237,Valencia,mobile,Alcatel,Chrome,musiqradio,youtube.com,Android,15,4,4,1,0
915738126.1553807365,Seville,mobile,BQ,Chrome,playweez,mobileapp::2-pl.mobiem.pierdofon,Android,15,3,0,1,1
573603390.1551368379,Madrid,mobile,Sony,Chrome,unlimitedvideos,mobileapp::2-com.hyperspeed.rocketclean.pro,Android,15,2,2,1,0
492129678.1563557296,Barcelona,mobile,Samsung,Chrome,trendly,naciodigital.cat,Android,15,3,3,1,1
124689606.1572126489,Seville,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.kanifol.payalnik,Android,15,3,3,1,0
185097534.1572176807,Valladolid,mobile,Huawei,Chrome,trendly,mobileapp::2-com.thmobile.cartoonme.artphotoeditor,Android,15,2,2,1,1
294003242.1566496423,Zaragoza,mobile,Sony,Chrome,unlimitedvideos,mobileapp::2-com.allemailproviderapps2019.newemailappsall,Android,15,2,2,1,0
778611596.1552919263,Seville,mobile,ZTE,Android Webview,taromancia,horoscopomagico.com,Android,15,3,3,1,1
232742413.1568024030,Madrid,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-com.resultadosfutbol.mobile,Android,15,3,3,1,1
424761400.1555624621,Valencia,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-qrscanner.barcodescanner.barcodereader.qrcodereader,Android,15,2,1,1,0
753433428.1533438447,Madrid,mobile,Huawei,Chrome,playweez,youtube.com,Android,15,2,2,1,1
168255355.1556978707,Seville,mobile,Samsung,Chrome,playweez,strawgame.com,Android,15,2,2,1,1
183979333.1559572342,Alcala de Henares,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-com.twist.hit,Android,15,2,2,1,1
957900743.1565099844,Zaragoza,mobile,(not set),Samsung Internet,playweez,mobileapp::2-com.outfit7.talkingtomgoldrun,Android,15,2,2,1,0
745825044.1530864979,Barcelona,mobile,Samsung,Chrome,ponelvideo,youtube.com,Android,15,4,3,1,1
331739913.1553872622,Madrid,mobile,Samsung,Chrome,taromancia,mobileapp::2-com.disslogicazl.formath,Android,15,1,1,1,1
476992404.1566409557,Valencia,mobile,Apple,Safari,clicnscores,mobileapp::1-1468445666,iOS,15,2,2,1,1
997140999.1559514084,Seville,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-com.Sparkle.Photo.Effect.Filters.Pictures,Android,15,3,1,1,1
875209449.1551172065,Seville,mobile,Huawei,Chrome,playweez,playstoreapkfree.com,Android,15,3,3,1,1
787227855.1549916646,Barcelona,mobile,Nokia,Chrome,unlimitedvideos,mobileapp::2-com.guidena.bajarmusicagratismp3amicelularguiderapido,Android,15,1,1,1,0
810431674.1551628204,Valladolid,mobile,LG,Chrome,ponelvideo,youtube.com,Android,15,2,2,1,1
218863332.1565421576,Barcelona,mobile,Xiaomi,Chrome,clicnscores,mobileapp::2-com.jip.droid,Android,15,3,3,1,1
364541233.1549131284,Valencia,mobile,ZTE,Chrome,clicnscores,youtube.com,Android,15,4,4,1,1
819817505.1547570838,Valladolid,mobile,Xiaomi,Chrome,unlimitedvideos,mobileapp::2-com.chanel.weather.forecast.accu,Android,15,1,1,1,1
313335945.1562625821,Seville,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.bitsmedia.android.muslimpro,Android,15,3,3,1,0
781573711.1561678778,Valencia,mobile,Samsung,Samsung Internet,trendly,youtube.com,Android,15,2,2,1,1
786578598.1559302981,Barcelona,mobile,(not set),Chrome,unlimitedvideos,mobileapp::2-bluetunes.musicplayer.videofreemusic,Android,15,2,1,1,1
747251580.1565548331,Seville,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.callerscreen.color.phone.ringtone.flash,Android,15,2,1,1,1
269391275.1560533661,Alcala de Henares,mobile,Xiaomi,Chrome,playweez,lwarb.com,Android,15,2,2,1,0
335613338.1551732465,Valladolid,mobile,Huawei,Android Browser,playweez,uptodown.com,Android,15,3,3,1,1
864221956.1560601954,Alcala de Henares,mobile,Motorola,Chrome,playweez,mobileapp::2-com.portalmods.forminecraft,Android,15,3,1,1,1
733807464.1566290924,Seville,mobile,Apple,Safari,playweez,mobileapp::1-1337578317,iOS,15,3,3,1,1
471228823.1558093215,Seville,mobile,Huawei,Chrome,playweez,mobileapp::2-com.setodio.fortload,Android,15,2,2,1,1
787700051.1551458866,Alcala de Henares,mobile,(not set),Samsung Internet,cocinatop,elmundo.es,Android,15,4,4,1,1
631725391.1550096790,Valladolid,mobile,BQ,Chrome,taromancia,diariocritico.com,Android,15,4,4,1,0
941750059.1551884380,Zaragoza,mobile,Samsung,Chrome,taromancia,youtube.com,Android,15,1,1,1,0
849411094.1559342991,Madrid,mobile,Asus,Chrome,cocinatop,youtube.com,Android,15,2,2,1,1
807472409.1546348047,Valladolid,mobile,Samsung,Samsung Internet,taromancia,elmundo.es,Android,15,1,1,1,1
844107870.1564481037,Madrid,mobile,LG,Chrome,playup,youtube.com,Android,15,1,1,1,1
503897956.1555753761,Seville,mobile,Xiaomi,Chrome,playweez,chiquipedia.com,Android,15,4,4,1,1
945856003.1555058255,Seville,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.minyue.haoge118,Android,15,2,2,1,1
715486310.1524840666,Madrid,mobile,Sony,Chrome,playup,mobileapp::2-com.vialsoft.radarbot_free,Android,15,5,5,1,1
294807812.1553894598,Valladolid,mobile,Samsung,Chrome,playweez,strawgame.com,Android,15,3,3,1,1
630300793.1565429810,Seville,mobile,Huawei,Chrome,unlimitedvideos,youtube.com,Android,15,1,1,1,1
284686151.1564617045,Valladolid,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,15,2,2,1,1
931333342.1565518128,Madrid,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.nobexinc.wls_49865274.rc,Android,15,2,2,1,1
386537412.1561130091,Zaragoza,mobile,LG,Chrome,unlimitedvideos,mobileapp::2-com.tasmanic.radio.fm,Android,15,3,3,1,1
383465959.1552850691,Zaragoza,mobile,Huawei,Chrome,unlimitedvideos,todorock.com,Android,15,3,3,1,1
985759586.1564957398,Barcelona,mobile,Samsung,Android Webview,trendly,mobileapp::10002-ca-app-pub-8456156936570934,Android,15,4,1,1,0
864888115.1550089102,Valladolid,mobile,Huawei,Chrome,clicnscores,mobileapp::2-com.imo.android.imoim,Android,15,3,3,1,0
969413600.1563775482,Seville,mobile,Samsung,Samsung Internet,playup,youtube.com,Android,15,2,2,1,1
110500511.1553951465,Madrid,mobile,Sony,Chrome,taromancia,accuweather.com,Android,15,2,2,1,1
836694599.1555567908,Zaragoza,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.colorphone.smooth.dialer,Android,15,3,3,1,1
476526978.1557402001,Madrid,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.andromo.dev540689.app522042,Android,15,2,2,1,0
551142794.1551822386,Zaragoza,mobile,Samsung,Samsung Internet,taromancia,youtube.com,Android,15,2,2,1,1
363922718.1534550077,Madrid,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.roidapp.photogrid,Android,15,4,4,1,1
867731196.1553757385,Seville,mobile,Samsung,Android Webview,taromancia,tuhoroscopodehoy.com,Android,15,1,1,1,1
215641105.1565699531,Madrid,mobile,BQ,Chrome,unlimitedvideos,mobileapp::2-com.sky.free.music,Android,15,2,1,1,1
465235383.1564869807,(not set),mobile,Wiko,Chrome,unlimitedvideos,mobileapp::2-com.france24.androidapp,Android,15,2,2,1,0
186122582.1561066019,Madrid,mobile,LG,Chrome,cocinatop,mobileapp::2-blockpuzzle.new1010.jewelgames.puzzlegames,Android,15,3,3,1,1
612429491.1568852668,Zaragoza,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-gerrix.lyricsfinder,Android,15,2,2,1,1
586855987.1551392357,Barcelona,mobile,LG,Chrome,playweez,vadelamor.com,Android,15,4,4,1,1
360053497.1565790630,Madrid,mobile,Huawei,Chrome,unlimitedvideos,radio.es,Android,15,3,3,1,0
675472721.1531819203,Valladolid,mobile,Samsung,Chrome,playweez,strawgame.com,Android,15,3,3,1,1
250441433.1542919106,Madrid,mobile,Asus,Chrome,unlimitedvideos,mobileapp::2-com.bestringtonesapps.bestringtonesfree,Android,15,2,1,1,1
290835348.1564890381,Seville,mobile,(not set),Chrome,unlimitedvideos,mobileapp::2-com.yy.musicfm.global,Android,15,2,2,1,1
762199224.1556693053,Alcala de Henares,mobile,Apple,Safari (in-app),playweez,datoinf.com,iOS,15,2,2,1,1
776782610.1547135471,Seville,mobile,Huawei,Chrome,playweez,youtube.com,Android,15,3,3,1,1
912370722.1554498511,Valladolid,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.quvideo.xiaoying,Android,15,2,2,1,1
601033243.1555445579,Valencia,mobile,Apple,Safari,clicnscores,mobileapp::1-1065470482,iOS,15,3,3,1,1
969317272.1555360780,Valencia,mobile,Samsung,Chrome,clicnscores,mundodeportivo.com,Android,15,2,2,1,1
701856893.1562018034,Seville,mobile,Samsung,Android Webview,playweez,apknite.com,Android,15,2,2,1,1
238870010.1548175713,Madrid,mobile,Samsung,Samsung Internet,musiqradio,mobileapp::10002-ca-app-pub-7060927720814306,Android,15,3,3,1,0
325847738.1552762373,Valladolid,mobile,Huawei,Chrome,clicnscores,revistajaraysedal.es,Android,15,5,5,1,1
637121043.1550607664,Madrid,mobile,BQ,Chrome,clicnscores,mobileapp::2-com.rulo.play,Android,15,3,1,1,1
369311323.1553683065,Barcelona,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.musicplayer.music,Android,15,3,3,1,0
204420495.1566580651,Seville,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.camerasideas.instashot,Android,15,1,1,1,1
388987897.1558994311,Madrid,mobile,Huawei,Chrome,cocinatop,expansion.com,Android,15,2,1,1,1
430354330.1568479944,Madrid,mobile,Vodafone,Chrome,playweez,lwarb.com,Android,15,2,1,1,0
668089519.1560868635,Seville,mobile,LG,Chrome,clicnscores,youtube.com,Android,15,5,5,1,1
510308632.1557506313,Barcelona,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.splendapps.vox,Android,15,3,3,1,1
990288928.1566386357,Barcelona,mobile,Samsung,Chrome,clicnscores,youtube.com,Android,15,2,2,1,1
525183099.1550073073,Valencia,mobile,LG,Chrome,unlimitedvideos,mobileapp::2-messenger.messenger.messanger.messenger,Android,15,3,3,1,1
144259782.1560697764,Valencia,mobile,Xiaomi,Chrome,clicnscores,mobileapp::2-com.resultadosfutbol.mobile,Android,15,5,4,1,1
505182635.1515926772,Valencia,mobile,Samsung,Chrome,playweez,youtube.com,Android,15,2,2,1,1
964632864.1533072301,Seville,mobile,Samsung,Chrome,trendly,elmira.es,Android,15,3,3,1,1
646267337.1555331703,Zaragoza,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.lm.powersecurity,Android,15,2,1,1,1
225465036.1550176208,Madrid,mobile,Samsung,Chrome,taromancia,diariocritico.com,Android,15,1,1,1,1
805368209.1565776780,Valencia,mobile,Alcatel,Chrome,unlimitedvideos,mobileapp::2-com.cool.volume.sound.booster,Android,15,2,2,1,1
700477499.1572021903,Barcelona,mobile,Xiaomi,Chrome,playweez,strawgame.com,Android,15,2,1,1,1
353687502.1553969563,Madrid,mobile,Apple,Safari,taromancia,youtube.com,iOS,15,1,1,1,1
126133269.1562267017,Barcelona,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-es.planetmedia.diezminutos,Android,15,4,4,1,1
151839963.1524243179,Bilbao,mobile,LG,Chrome,unlimitedvideos,mobileapp::2-com.beat.light,Android,15,3,3,1,1
119247254.1553786624,Zaragoza,mobile,Sony,Chrome,unlimitedvideos,mobileapp::2-com.purehub.mp3player,Android,15,2,2,1,1
934064308.1565205699,Valladolid,mobile,Samsung,Samsung Internet,cocinatop,anonymous.google,Android,15,1,1,1,1
311053314.1547922995,Barcelona,mobile,Apple,Safari,playweez,mobileapp::1-359917414,iOS,15,5,5,1,1
416647191.1554613395,Seville,mobile,Samsung,Samsung Internet,taromancia,mobileapp::2-neon.light.photo.editor,Android,15,2,2,1,1
196891222.1547689738,Valencia,mobile,Huawei,Chrome,musiqradio,youtube.com,Android,15,2,2,1,1
457810034.1553877676,Barcelona,mobile,Huawei,Chrome,playweez,strawgame.com,Android,15,5,4,1,1
893998522.1565771521,Seville,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.dywx.larkplayer,Android,15,3,3,1,1
142585086.1532937213,Valladolid,mobile,Apple,Safari,playweez,strawgame.com,iOS,15,3,3,1,1
158152762.1554737710,Madrid,mobile,BLU,Chrome,unlimitedvideos,mobileapp::2-com.quvideo.xiaoying,Android,15,3,3,1,1
352079300.1555367004,Valladolid,mobile,Sony,Chrome,trendly,mobileapp::2-cuatrola.tute.brisca,Android,15,3,3,1,1
704721311.1544722352,Malaga,mobile,Apple,Safari,playweez,testyourbond.site,iOS,15,3,3,1,1
424494861.1547734450,Seville,mobile,Huawei,Chrome,playweez,mobileapp::2-com.cootek.smartinputv5.skin.keyboard_theme_live_blue_water_new,Android,15,4,4,1,1
373643693.1553265285,Seville,mobile,LG,Chrome,cocinatop,conmuchagula.com,Android,15,2,2,1,1
374873519.1550213338,Malaga,mobile,Samsung,Samsung Internet,musiqradio,mobileapp::2-mbinc12.mb32b,Android,15,2,1,1,0
354414318.1547990559,Valladolid,mobile,Huawei,Android Webview,taromancia,lacoctelera.top,Android,15,1,1,1,1
903890778.1564658629,Barcelona,mobile,Samsung,Samsung Internet,playup,mobileapp::2-radio.gratis.freestations,Android,15,2,2,1,1
185207176.1552062330,Alcala de Henares,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-com.bruyere.android.wordsearch,Android,15,3,3,1,1
537199947.1550085320,Valencia,mobile,LG,Chrome,unlimitedvideos,mobileapp::2-com.flashlight017.app,Android,15,3,3,1,1
110325477.1555767568,Valencia,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.bestringtonesapps.oldphoneringtones,Android,15,2,1,1,1
136613338.1564820884,Valladolid,mobile,Huawei,Chrome,playweez,youtube.com,Android,15,2,2,1,0
236369221.1558691435,Madrid,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-com.link.messages.sms,Android,15,3,3,1,1
876640592.1542024205,Zaragoza,mobile,Samsung,Samsung Internet,playup,touch-here.site,Android,15,3,3,1,1
